,text,query,variables,orig_id,db_id,db_path,testsuite,improved_qn
10,return me the keywords related to H. V. Jagadish .,"SELECT KEYWORDalias0.KEYWORD FROM AUTHOR AS AUTHORalias0 , KEYWORD AS KEYWORDalias0 , PUBLICATION AS PUBLICATIONalias0 , PUBLICATION_KEYWORD AS PUBLICATION_KEYWORDalias0 , WRITES AS WRITESalias0 WHERE AUTHORalias0.NAME = ""H. V. Jagadish"" AND PUBLICATION_KEYWORDalias0.KID = KEYWORDalias0.KID AND PUBLICATIONalias0.PID = PUBLICATION_KEYWORDalias0.PID AND WRITESalias0.AID = AUTHORalias0.AID AND WRITESalias0.PID = PUBLICATIONalias0.PID ;","[{'example': 'H. V. Jagadish', 'location': 'both', 'name': 'author_name0', 'type': 'author_name', 'ancestor_of_occuring_column': {('author', 'NAME')}}]","('academic', 42)",academic,database/academic/academic.sqlite,"{'database/academic/academicv1223round50.sqlite', 'database/academic/academicv1226round23group9.sqlite', 'database/academic/academicv1223round40group42.sqlite', 'database/academic/academicv1226round20group9.sqlite', 'database/academic/academicv1226round21group9.sqlite', 'database/academic/academicv1226round24group9.sqlite', 'database/academic/academicv1226round22group9.sqlite', 'database/academic/academicv1223round10group7.sqlite'}","return me the keywords associated with the publications authored by ""H. V. Jagadish"""
11,return me all the researchers in University of Michigan .,"SELECT AUTHORalias0.NAME FROM AUTHOR AS AUTHORalias0 , ORGANIZATION AS ORGANIZATIONalias0 WHERE ORGANIZATIONalias0.NAME = ""University of Michigan"" AND ORGANIZATIONalias0.OID = AUTHORalias0.OID ;","[{'example': 'University of Michigan', 'location': 'both', 'name': 'organization_name0', 'type': 'organization_name', 'ancestor_of_occuring_column': {('organization', 'NAME')}}]","('academic', 52)",academic,database/academic/academic.sqlite,"{'database/academic/academicv1223round50.sqlite', 'database/academic/academicv1226round23group9.sqlite', 'database/academic/academicv1226round20group9.sqlite', 'database/academic/academicv1223round40group52.sqlite', 'database/academic/academicv1226round21group9.sqlite', 'database/academic/academicv1226round24group9.sqlite', 'database/academic/academicv1226round22group9.sqlite', 'database/academic/academicv1223round10group7.sqlite'}","return me all the author names in organisation ""University of Michigan"""
12,return me all the researchers in Databases area in University of Michigan .,"SELECT AUTHORalias0.NAME FROM AUTHOR AS AUTHORalias0 , DOMAIN AS DOMAINalias0 , DOMAIN_AUTHOR AS DOMAIN_AUTHORalias0 , ORGANIZATION AS ORGANIZATIONalias0 WHERE DOMAIN_AUTHORalias0.AID = AUTHORalias0.AID AND DOMAINalias0.DID = DOMAIN_AUTHORalias0.DID AND DOMAINalias0.NAME = ""Databases"" AND ORGANIZATIONalias0.NAME = ""University of Michigan"" AND ORGANIZATIONalias0.OID = AUTHORalias0.OID ;","[{'example': 'Databases', 'location': 'both', 'name': 'domain_name0', 'type': 'domain_name', 'ancestor_of_occuring_column': {('domain', 'NAME')}}, {'example': 'University of Michigan', 'location': 'both', 'name': 'organization_name0', 'type': 'organization_name', 'ancestor_of_occuring_column': {('organization', 'NAME')}}]","('academic', 53)",academic,database/academic/academic.sqlite,"{'database/academic/academicv1223round40group53.sqlite', 'database/academic/academicv1223round50.sqlite', 'database/academic/academicv1223round10group8.sqlite', 'database/academic/academicv1223round11group0.sqlite', 'database/academic/academicv1226round20group10.sqlite', 'database/academic/academicv1226round22group10.sqlite', 'database/academic/academicv1226round24group10.sqlite', 'database/academic/academicv1226round21group10.sqlite', 'database/academic/academicv1226round23group10.sqlite'}","return me the name of authors specialising in the domain of ""Databases"" at the orgnisation ""University of Michigan"""
13,return me all the papers in PVLDB in University of Michigan .,"SELECT PUBLICATIONalias0.TITLE FROM AUTHOR AS AUTHORalias0 , JOURNAL AS JOURNALalias0 , ORGANIZATION AS ORGANIZATIONalias0 , PUBLICATION AS PUBLICATIONalias0 , WRITES AS WRITESalias0 WHERE JOURNALalias0.NAME = ""PVLDB"" AND ORGANIZATIONalias0.NAME = ""University of Michigan"" AND ORGANIZATIONalias0.OID = AUTHORalias0.OID AND PUBLICATIONalias0.JID = JOURNALalias0.JID AND WRITESalias0.AID = AUTHORalias0.AID AND WRITESalias0.PID = PUBLICATIONalias0.PID ;","[{'example': 'PVLDB', 'location': 'both', 'name': 'journal_name0', 'type': 'journal_name', 'ancestor_of_occuring_column': {('journal', 'NAME')}}, {'example': 'University of Michigan', 'location': 'both', 'name': 'organization_name0', 'type': 'organization_name', 'ancestor_of_occuring_column': {('organization', 'NAME')}}]","('academic', 57)",academic,database/academic/academic.sqlite,"{'database/academic/academicv1223round50.sqlite', 'database/academic/academicv1226round23group9.sqlite', 'database/academic/academicv1223round40group57.sqlite', 'database/academic/academicv1226round20group9.sqlite', 'database/academic/academicv1226round21group9.sqlite', 'database/academic/academicv1226round24group9.sqlite', 'database/academic/academicv1226round22group9.sqlite', 'database/academic/academicv1223round10group7.sqlite', 'database/academic/academicv1223round11group1.sqlite'}",return me all the titles of papers published in the PVLDB journal by authors from the University of Michigan
14,return me the paper in Databases area with more than 200 citations .,"SELECT PUBLICATIONalias0.TITLE FROM DOMAIN AS DOMAINalias0 , DOMAIN_PUBLICATION AS DOMAIN_PUBLICATIONalias0 , PUBLICATION AS PUBLICATIONalias0 WHERE DOMAINalias0.DID = DOMAIN_PUBLICATIONalias0.DID AND DOMAINalias0.NAME = ""Databases"" AND PUBLICATIONalias0.CITATION_NUM > 200 AND PUBLICATIONalias0.PID = DOMAIN_PUBLICATIONalias0.PID ;","[{'example': 'Databases', 'location': 'both', 'name': 'domain_name0', 'type': 'domain_name', 'ancestor_of_occuring_column': {('domain', 'NAME')}}, {'example': '200', 'location': 'both', 'name': 'publication_citation_num0', 'type': 'publication_citation_num', 'ancestor_of_occuring_column': {('publication', 'CITATION_NUM')}}]","('academic', 59)",academic,database/academic/academic.sqlite,"{'database/academic/academicv1223round40group59.sqlite', 'database/academic/academicv1223round50.sqlite', 'database/academic/academicv1223round10group8.sqlite', 'database/academic/academicv1223round11group11.sqlite', 'database/academic/academicv1226round20group10.sqlite', 'database/academic/academicv1226round22group10.sqlite', 'database/academic/academicv1226round24group10.sqlite', 'database/academic/academicv1226round21group10.sqlite', 'database/academic/academicv1223round12group11.sqlite', 'database/academic/academicv1226round23group10.sqlite'}","return me the titles of papers within the research domain ""Databases"" that have received more than 200 citations"
15,return me the paper by H. V. Jagadish with more than 200 citations .,"SELECT PUBLICATIONalias0.TITLE FROM AUTHOR AS AUTHORalias0 , PUBLICATION AS PUBLICATIONalias0 , WRITES AS WRITESalias0 WHERE AUTHORalias0.NAME = ""H. V. Jagadish"" AND PUBLICATIONalias0.CITATION_NUM > 200 AND WRITESalias0.AID = AUTHORalias0.AID AND WRITESalias0.PID = PUBLICATIONalias0.PID ;","[{'example': 'H. V. Jagadish', 'location': 'both', 'name': 'author_name0', 'type': 'author_name', 'ancestor_of_occuring_column': {('author', 'NAME')}}, {'example': '200', 'location': 'both', 'name': 'publication_citation_num0', 'type': 'publication_citation_num', 'ancestor_of_occuring_column': {('publication', 'CITATION_NUM')}}]","('academic', 62)",academic,database/academic/academic.sqlite,"{'database/academic/academicv1223round50.sqlite', 'database/academic/academicv1226round23group9.sqlite', 'database/academic/academicv1226round20group9.sqlite', 'database/academic/academicv1226round21group9.sqlite', 'database/academic/academicv1226round24group9.sqlite', 'database/academic/academicv1226round22group9.sqlite', 'database/academic/academicv1223round10group7.sqlite', 'database/academic/academicv1223round40group62.sqlite'}","return me titles of papers authored by ""H. V. Jagadish"" that have received more than 200 citations"
16,return me the number of journals which have papers by H. V. Jagadish .,"SELECT COUNT( DISTINCT ( JOURNALalias0.NAME ) ) FROM AUTHOR AS AUTHORalias0 , JOURNAL AS JOURNALalias0 , PUBLICATION AS PUBLICATIONalias0 , WRITES AS WRITESalias0 WHERE AUTHORalias0.NAME = ""H. V. Jagadish"" AND PUBLICATIONalias0.JID = JOURNALalias0.JID AND WRITESalias0.AID = AUTHORalias0.AID AND WRITESalias0.PID = PUBLICATIONalias0.PID ;","[{'example': 'H. V. Jagadish', 'location': 'both', 'name': 'author_name0', 'type': 'author_name', 'ancestor_of_occuring_column': {('author', 'NAME')}}]","('academic', 70)",academic,database/academic/academic.sqlite,"{'database/academic/academic.sqlite', 'database/academic/academicv1223round50.sqlite', 'database/academic/academicv1226round23group9.sqlite', 'database/academic/academicv1226round20group9.sqlite', 'database/academic/academicv1223round40group70.sqlite', 'database/academic/academicv1226round21group9.sqlite', 'database/academic/academicv1226round24group9.sqlite', 'database/academic/academicv1226round22group9.sqlite', 'database/academic/academicv1223round10group7.sqlite'}",return me the number of unique journals which have published papers
17,return me the number of papers on VLDB conference .,"SELECT COUNT( DISTINCT ( PUBLICATIONalias0.TITLE ) ) FROM CONFERENCE AS CONFERENCEalias0 , PUBLICATION AS PUBLICATIONalias0 WHERE CONFERENCEalias0.NAME = ""VLDB"" AND PUBLICATIONalias0.CID = CONFERENCEalias0.CID ;","[{'example': 'VLDB', 'location': 'both', 'name': 'conference_name0', 'type': 'conference_name', 'ancestor_of_occuring_column': {('conference', 'NAME')}}]","('academic', 76)",academic,database/academic/academic.sqlite,"{'database/academic/academic.sqlite', 'database/academic/academicv1223round50.sqlite', 'database/academic/academicv1226round23group9.sqlite', 'database/academic/academicv1226round20group9.sqlite', 'database/academic/academicv1223round40group76.sqlite', 'database/academic/academicv1226round21group9.sqlite', 'database/academic/academicv1226round24group9.sqlite', 'database/academic/academicv1226round22group9.sqlite', 'database/academic/academicv1223round10group7.sqlite'}",return me the number of unique papers presented on VLDB conference.
18,return me the number of papers on PVLDB after 2000 .,"SELECT COUNT( DISTINCT ( PUBLICATIONalias0.TITLE ) ) FROM JOURNAL AS JOURNALalias0 , PUBLICATION AS PUBLICATIONalias0 WHERE JOURNALalias0.NAME = ""PVLDB"" AND PUBLICATIONalias0.JID = JOURNALalias0.JID AND PUBLICATIONalias0.YEAR > 2000 ;","[{'example': 'PVLDB', 'location': 'both', 'name': 'journal_name0', 'type': 'journal_name', 'ancestor_of_occuring_column': {('journal', 'NAME')}}, {'example': '2000', 'location': 'both', 'name': 'publication_year0', 'type': 'publication_year', 'ancestor_of_occuring_column': {('publication', 'YEAR')}}]","('academic', 79)",academic,database/academic/academic.sqlite,"{'database/academic/academic.sqlite', 'database/academic/academicv1223round50.sqlite', 'database/academic/academicv1226round23group9.sqlite', 'database/academic/academicv1223round40group79.sqlite', 'database/academic/academicv1226round20group9.sqlite', 'database/academic/academicv1223round11group10.sqlite', 'database/academic/academicv1226round21group9.sqlite', 'database/academic/academicv1226round24group9.sqlite', 'database/academic/academicv1226round22group9.sqlite', 'database/academic/academicv1223round10group7.sqlite'}",return me the number of unique papers published on the PVLDB journal after the year 2000.
19,return me the number of papers by H. V. Jagadish on VLDB conference after 2000 .,"SELECT COUNT( DISTINCT ( PUBLICATIONalias0.TITLE ) ) FROM AUTHOR AS AUTHORalias0 , CONFERENCE AS CONFERENCEalias0 , PUBLICATION AS PUBLICATIONalias0 , WRITES AS WRITESalias0 WHERE AUTHORalias0.NAME = ""H. V. Jagadish"" AND CONFERENCEalias0.NAME = ""VLDB"" AND PUBLICATIONalias0.CID = CONFERENCEalias0.CID AND PUBLICATIONalias0.YEAR > 2000 AND WRITESalias0.AID = AUTHORalias0.AID AND WRITESalias0.PID = PUBLICATIONalias0.PID ;","[{'example': 'H. V. Jagadish', 'location': 'both', 'name': 'author_name0', 'type': 'author_name', 'ancestor_of_occuring_column': {('author', 'NAME')}}, {'example': 'VLDB', 'location': 'both', 'name': 'conference_name0', 'type': 'conference_name', 'ancestor_of_occuring_column': {('conference', 'NAME')}}, {'example': '2000', 'location': 'both', 'name': 'publication_year0', 'type': 'publication_year', 'ancestor_of_occuring_column': {('publication', 'YEAR')}}]","('academic', 85)",academic,database/academic/academic.sqlite,"{'database/academic/academic.sqlite', 'database/academic/academicv1223round50.sqlite', 'database/academic/academicv1226round23group9.sqlite', 'database/academic/academicv1226round20group9.sqlite', 'database/academic/academicv1223round12group11.sqlite', 'database/academic/academicv1223round11group10.sqlite', 'database/academic/academicv1226round21group9.sqlite', 'database/academic/academicv1226round24group9.sqlite', 'database/academic/academicv1226round22group9.sqlite', 'database/academic/academicv1223round10group7.sqlite', 'database/academic/academicv1223round40group85.sqlite'}",return me the number of unique papers authored by H. V. Jagadish and presented at the VLDB conference after the year 2000.
20,return me the number of organizations in Databases area located in North America .,"SELECT COUNT( DISTINCT ( ORGANIZATIONalias0.NAME ) ) FROM AUTHOR AS AUTHORalias0 , DOMAIN AS DOMAINalias0 , DOMAIN_AUTHOR AS DOMAIN_AUTHORalias0 , ORGANIZATION AS ORGANIZATIONalias0 WHERE DOMAIN_AUTHORalias0.AID = AUTHORalias0.AID AND DOMAINalias0.DID = DOMAIN_AUTHORalias0.DID AND DOMAINalias0.NAME = ""Databases"" AND ORGANIZATIONalias0.CONTINENT = ""North America"" AND ORGANIZATIONalias0.OID = AUTHORalias0.OID ;","[{'example': 'Databases', 'location': 'both', 'name': 'domain_name0', 'type': 'domain_name', 'ancestor_of_occuring_column': {('domain', 'NAME')}}, {'example': 'North America', 'location': 'both', 'name': 'organization_continent0', 'type': 'organization_continent', 'ancestor_of_occuring_column': {('organization', 'CONTINENT')}}]","('academic', 102)",academic,database/academic/academic.sqlite,"{'database/academic/academic.sqlite', 'database/academic/academicv1223round50.sqlite', 'database/academic/academicv1226round21group12.sqlite', 'database/academic/academicv1223round11group13.sqlite', 'database/academic/academicv1226round24group12.sqlite', 'database/academic/academicv1226round20group12.sqlite', 'database/academic/academicv1223round12group12.sqlite', 'database/academic/academicv1223round10group11.sqlite', 'database/academic/academicv1226round22group12.sqlite', 'database/academic/academicv1223round40group102.sqlite', 'database/academic/academicv1226round23group12.sqlite'}",return me the number of unique organizations in the domain of Databases located in North America.
21,return me the number of papers in VLDB conference in University of Michigan .,"SELECT COUNT( DISTINCT ( PUBLICATIONalias0.TITLE ) ) FROM AUTHOR AS AUTHORalias0 , CONFERENCE AS CONFERENCEalias0 , ORGANIZATION AS ORGANIZATIONalias0 , PUBLICATION AS PUBLICATIONalias0 , WRITES AS WRITESalias0 WHERE CONFERENCEalias0.NAME = ""VLDB"" AND ORGANIZATIONalias0.NAME = ""University of Michigan"" AND ORGANIZATIONalias0.OID = AUTHORalias0.OID AND PUBLICATIONalias0.CID = CONFERENCEalias0.CID AND WRITESalias0.AID = AUTHORalias0.AID AND WRITESalias0.PID = PUBLICATIONalias0.PID ;","[{'example': 'VLDB', 'location': 'both', 'name': 'conference_name0', 'type': 'conference_name', 'ancestor_of_occuring_column': {('conference', 'NAME')}}, {'example': 'University of Michigan', 'location': 'both', 'name': 'organization_name0', 'type': 'organization_name', 'ancestor_of_occuring_column': {('organization', 'NAME')}}]","('academic', 106)",academic,database/academic/academic.sqlite,"{'database/academic/academic.sqlite', 'database/academic/academicv1223round50.sqlite', 'database/academic/academicv1226round23group9.sqlite', 'database/academic/academicv1226round20group9.sqlite', 'database/academic/academicv1226round21group9.sqlite', 'database/academic/academicv1226round24group9.sqlite', 'database/academic/academicv1223round40group106.sqlite', 'database/academic/academicv1226round22group9.sqlite', 'database/academic/academicv1223round10group7.sqlite'}",return me the number of unique papers that are presented on VLDB conference and affliated with the University of Michigan.
22,return me the number of papers in PVLDB after 2000 in University of Michigan .,"SELECT COUNT( DISTINCT ( PUBLICATIONalias0.TITLE ) ) FROM AUTHOR AS AUTHORalias0 , JOURNAL AS JOURNALalias0 , ORGANIZATION AS ORGANIZATIONalias0 , PUBLICATION AS PUBLICATIONalias0 , WRITES AS WRITESalias0 WHERE JOURNALalias0.NAME = ""PVLDB"" AND ORGANIZATIONalias0.NAME = ""University of Michigan"" AND ORGANIZATIONalias0.OID = AUTHORalias0.OID AND PUBLICATIONalias0.JID = JOURNALalias0.JID AND PUBLICATIONalias0.YEAR > 2000 AND WRITESalias0.AID = AUTHORalias0.AID AND WRITESalias0.PID = PUBLICATIONalias0.PID ;","[{'example': 'PVLDB', 'location': 'both', 'name': 'journal_name0', 'type': 'journal_name', 'ancestor_of_occuring_column': {('journal', 'NAME')}}, {'example': 'University of Michigan', 'location': 'both', 'name': 'organization_name0', 'type': 'organization_name', 'ancestor_of_occuring_column': {('organization', 'NAME')}}, {'example': '2000', 'location': 'both', 'name': 'publication_year0', 'type': 'publication_year', 'ancestor_of_occuring_column': {('publication', 'YEAR')}}]","('academic', 108)",academic,database/academic/academic.sqlite,"{'database/academic/academic.sqlite', 'database/academic/academicv1223round40group108.sqlite', 'database/academic/academicv1223round50.sqlite', 'database/academic/academicv1226round23group9.sqlite', 'database/academic/academicv1226round20group9.sqlite', 'database/academic/academicv1223round12group11.sqlite', 'database/academic/academicv1226round21group9.sqlite', 'database/academic/academicv1226round24group9.sqlite', 'database/academic/academicv1226round22group9.sqlite', 'database/academic/academicv1223round10group7.sqlite', 'database/academic/academicv1223round11group6.sqlite'}",return me the number of unique papers that are published in PVLDB journal after the year 2000 and affliated with the University of Michigan.
23,return me the total citations of papers in PVLDB in 2005 .,"SELECT SUM( PUBLICATIONalias0.CITATION_NUM ) FROM JOURNAL AS JOURNALalias0 , PUBLICATION AS PUBLICATIONalias0 WHERE JOURNALalias0.NAME = ""PVLDB"" AND PUBLICATIONalias0.JID = JOURNALalias0.JID AND PUBLICATIONalias0.YEAR = 2005 ;","[{'example': 'PVLDB', 'location': 'both', 'name': 'journal_name0', 'type': 'journal_name', 'ancestor_of_occuring_column': {('journal', 'NAME')}}, {'example': '2005', 'location': 'both', 'name': 'publication_year0', 'type': 'publication_year', 'ancestor_of_occuring_column': {('publication', 'YEAR')}}]","('academic', 118)",academic,database/academic/academic.sqlite,"{'database/academic/academic.sqlite', 'database/academic/academicv1223round50.sqlite', 'database/academic/academicv1226round23group9.sqlite', 'database/academic/academicv1226round20group9.sqlite', 'database/academic/academicv1223round11group10.sqlite', 'database/academic/academicv1226round21group9.sqlite', 'database/academic/academicv1223round40group118.sqlite', 'database/academic/academicv1226round24group9.sqlite', 'database/academic/academicv1226round22group9.sqlite', 'database/academic/academicv1223round10group7.sqlite'}",return me the total citations number of papers that are publisehd in PVLDB journal after the year 2005.
